generation biomass (MW),generation fossil brown coal/lignite (MW),generation fossil gas (MW),generation fossil hard coal (MW),generation fossil oil (MW),generation hydro run-of-river and poundage (MW),generation hydro water reservoir (MW),generation nuclear (MW),generation other (MW),generation other renewable (MW),generation solar (MW),generation waste (MW),generation wind onshore (MW),forecast solar day ahead (MW),forecast wind onshore day ahead (MW),total load forecast (MW),total load actual (MW),price day ahead (EUR/MWh),total production (MW),year,month,hour,price for the previous hour (EUR/MWh),day
293.0,0.0,4265.0,2086.0,329.0,1304.0,3945.0,7099.0,60.0,90.0,355.0,277.0,10582.0,408.0,10513.0,31970.0,32171.0,47.1,30685.0,2017,3,8,50.44,14
337.0,0.0,3821.0,1862.0,288.0,1538.0,5225.0,5082.0,21.0,91.0,4599.0,244.0,3371.0,4367.0,3376.0,30035.0,30500.0,36.5,26479.0,2016,5,14,43.84,26
331.0,621.0,4427.0,3905.0,216.0,1160.0,1688.0,5990.0,56.0,88.0,410.0,281.0,7310.0,587.0,6907.0,27866.0,27751.0,59.01,26483.0,2018,7,23,68.56,15
404.0,606.0,7133.0,6529.0,315.0,1316.0,5540.0,6074.0,62.0,100.0,526.0,324.0,4432.0,519.0,4465.0,35920.0,35928.0,63.03,33361.0,2018,2,8,64.89,23
277.0,457.0,4182.0,2460.0,250.0,933.0,788.0,7080.0,14.0,93.0,37.0,273.0,7072.0,34.0,7017.0,23136.0,23402.0,38.46,23916.0,2017,4,2,45.63,26
264.0,409.0,4251.0,2454.0,255.0,937.0,1102.0,6823.0,26.0,97.0,99.0,275.0,8037.0,5.0,8063.0,25712.0,25799.0,38.46,25029.0,2017,4,0,52.31,27
330.0,897.0,6039.0,6159.0,289.0,663.0,1892.0,7028.0,54.0,103.0,2394.0,284.0,1270.0,1864.0,1322.0,29944.0,29807.0,64.15,27402.0,2016,12,16,71.11,27
394.0,0.0,4203.0,3398.0,290.0,919.0,1292.0,6776.0,41.0,71.0,4454.0,150.0,3967.0,4270.0,3958.0,24911.0,24862.0,39.75,25955.0,2015,4,12,53.29,19
336.0,653.0,7787.0,6532.0,301.0,1444.0,4176.0,7109.0,58.0,91.0,1452.0,304.0,3177.0,1342.0,3148.0,33816.0,34155.0,68.69,33420.0,2017,10,15,65.46,2
362.0,0.0,8574.0,4412.0,309.0,1468.0,6201.0,5020.0,55.0,89.0,4709.0,292.0,1041.0,4822.0,1073.0,35585.0,36379.0,64.36,32532.0,2018,6,13,72.77,25
357.0,895.0,9809.0,6100.0,299.0,654.0,2227.0,5039.0,56.0,98.0,46.0,295.0,4477.0,27.0,4468.0,30296.0,30421.0,63.45,30352.0,2016,11,22,72.54,11
356.0,937.0,4246.0,5638.0,221.0,604.0,806.0,6968.0,55.0,81.0,600.0,313.0,2315.0,464.0,2308.0,26143.0,26100.0,37.36,23140.0,2016,11,0,52.4,9
469.0,0.0,3512.0,1636.0,300.0,865.0,6910.0,3876.0,92.0,68.0,117.0,233.0,12889.0,21.0,12916.0,31081.0,30993.0,49.03,30967.0,2016,7,20,43.25,2
342.0,422.0,3520.0,2777.0,348.0,1477.0,3115.0,6080.0,55.0,92.0,55.0,294.0,8781.0,14.0,9996.0,28471.0,27990.0,41.83,27358.0,2018,7,0,69.43,3
373.0,507.0,4058.0,5045.0,250.0,510.0,1014.0,6997.0,55.0,88.0,237.0,321.0,2470.0,240.0,2569.0,23270.0,22954.0,47.69,21925.0,2016,9,2,53.28,24
380.0,579.0,4959.0,3230.0,242.0,902.0,769.0,5038.0,53.0,101.0,387.0,347.0,5038.0,350.0,5089.0,21972.0,21731.0,40.0,22025.0,2017,5,5,41.29,6
521.0,937.0,7231.0,7847.0,383.0,651.0,2659.0,6849.0,86.0,66.0,5019.0,263.0,3618.0,5004.0,3585.0,37688.0,36527.0,68.1,36130.0,2015,7,16,84.32,27
300.0,95.0,3739.0,1906.0,292.0,1033.0,796.0,7107.0,57.0,94.0,54.0,285.0,7899.0,20.0,7838.0,23942.0,24068.0,36.68,23657.0,2017,3,2,49.9,3
344.0,441.0,7294.0,5342.0,313.0,1647.0,3750.0,4054.0,58.0,91.0,551.0,261.0,2720.0,825.0,2570.0,29767.0,29961.0,66.0,26866.0,2018,5,20,70.73,29
403.0,417.0,5590.0,2798.0,328.0,496.0,1143.0,6849.0,66.0,89.0,3915.0,323.0,5305.0,3381.0,5148.0,30403.0,29756.0,49.65,27722.0,2017,11,10,68.55,9
455.0,944.0,8536.0,7037.0,417.0,717.0,6298.0,5962.0,76.0,80.0,112.0,263.0,1814.0,77.0,1764.0,33992.0,33858.0,64.12,32711.0,2015,11,19,75.8,18
324.0,0.0,4003.0,2912.0,232.0,1805.0,6118.0,5059.0,57.0,103.0,3761.0,298.0,4983.0,3963.0,4666.0,31817.0,31629.0,50.0,29655.0,2018,4,11,56.9,26
382.0,324.0,5809.0,6756.0,270.0,1100.0,1547.0,7089.0,49.0,100.0,175.0,339.0,6616.0,217.0,6467.0,32307.0,31756.0,72.32,30556.0,2017,12,18,72.06,16
324.0,623.0,5554.0,7179.0,256.0,669.0,3084.0,7101.0,54.0,100.0,67.0,278.0,11159.0,85.0,11172.0,35621.0,36036.0,75.55,36448.0,2017,1,8,74.29,16
357.0,895.0,10110.0,6032.0,324.0,656.0,1293.0,5911.0,17.0,79.0,1663.0,320.0,5039.0,2119.0,4970.0,34024.0,34324.0,50.71,32696.0,2017,7,9,54.6,17
388.0,733.0,6774.0,5301.0,300.0,528.0,478.0,6899.0,12.0,87.0,533.0,319.0,2205.0,348.0,2156.0,26745.0,26732.0,47.77,24557.0,2017,3,6,48.41,8
363.0,701.0,10018.0,5202.0,282.0,1209.0,4929.0,6047.0,68.0,96.0,135.0,266.0,3027.0,130.0,3095.0,35080.0,35026.0,69.71,32343.0,2018,10,18,71.79,12
515.0,925.0,8520.0,7604.0,374.0,1394.0,5683.0,6903.0,95.0,76.0,171.0,204.0,5987.0,90.0,6153.0,38843.0,39018.0,63.89,38451.0,2015,9,21,70.88,2
532.0,980.0,5363.0,7129.0,333.0,828.0,3759.0,5006.0,82.0,66.0,4421.0,244.0,3343.0,4555.0,3294.0,33146.0,34281.0,62.48,32086.0,2015,8,12,78.69,6
516.0,822.0,6245.0,6623.0,365.0,1320.0,3198.0,6843.0,85.0,70.0,3644.0,205.0,7822.0,3520.0,7843.0,35628.0,36007.0,54.16,37758.0,2015,9,15,72.82,2
366.0,736.0,3849.0,4771.0,288.0,776.0,977.0,6942.0,56.0,98.0,295.0,320.0,3835.0,177.0,3875.0,24882.0,24457.0,67.15,23309.0,2018,11,1,56.1,9
370.0,915.0,10324.0,5543.0,316.0,552.0,3062.0,6255.0,58.0,93.0,1398.0,306.0,2313.0,1409.0,2361.0,29171.0,29285.0,62.69,31505.0,2016,10,18,66.77,28
557.0,642.0,5780.0,7082.0,430.0,553.0,3853.0,5984.0,86.0,77.0,2038.0,276.0,1062.0,2391.0,1246.0,28816.0,28963.0,59.31,28420.0,2015,10,16,67.63,23
278.0,569.0,4520.0,5007.0,304.0,613.0,1036.0,7051.0,60.0,97.0,70.0,322.0,2746.0,26.0,3057.0,22927.0,23071.0,57.37,22673.0,2018,10,2,64.72,18
243.0,0.0,3413.0,1250.0,271.0,1071.0,816.0,7109.0,58.0,88.0,3298.0,270.0,9008.0,2944.0,8928.0,25603.0,25849.0,32.5,26895.0,2017,3,15,43.27,26
392.0,192.0,3414.0,1120.0,326.0,1451.0,4997.0,7110.0,97.0,62.0,3569.0,201.0,13754.0,3917.0,13663.0,34039.0,33661.0,16.19,36685.0,2016,10,15,58.63,3
350.0,663.0,5487.0,4485.0,293.0,1288.0,1990.0,6006.0,57.0,97.0,155.0,298.0,1695.0,250.0,1776.0,24530.0,24858.0,58.0,22864.0,2018,3,5,42.98,7
365.0,515.0,5445.0,2488.0,300.0,1495.0,3547.0,5043.0,53.0,102.0,607.0,266.0,3896.0,499.0,4477.0,26164.0,26298.0,60.0,24122.0,2018,6,1,64.33,21
339.0,0.0,4521.0,2229.0,290.0,1518.0,6092.0,5080.0,15.0,96.0,2494.0,245.0,2983.0,2362.0,3139.0,28691.0,29447.0,35.27,25902.0,2016,5,19,43.96,26
556.0,713.0,4451.0,6635.0,359.0,568.0,494.0,4901.0,86.0,72.0,67.0,265.0,3716.0,29.0,3830.0,22699.0,22233.0,46.29,22883.0,2015,8,2,56.68,10
437.0,634.0,3804.0,6489.0,217.0,750.0,1647.0,5115.0,79.0,67.0,4245.0,268.0,2870.0,4385.0,2914.0,25422.0,25221.0,42.87,26622.0,2015,6,17,54.2,21
508.0,975.0,7853.0,8021.0,362.0,975.0,3576.0,7099.0,89.0,77.0,3199.0,207.0,2348.0,3233.0,2196.0,34954.0,34697.0,65.1,35289.0,2015,8,14,72.06,1
314.0,609.0,7353.0,5501.0,316.0,533.0,2122.0,7014.0,58.0,114.0,629.0,333.0,3169.0,448.0,3364.0,29226.0,29110.0,76.2,28065.0,2018,4,22,68.87,10
460.0,425.0,4448.0,6083.0,308.0,694.0,697.0,6093.0,86.0,60.0,4080.0,236.0,2543.0,4107.0,2646.0,26386.0,26804.0,47.27,26213.0,2015,11,13,54.64,29
252.0,565.0,4738.0,3603.0,307.0,1141.0,4104.0,6068.0,58.0,113.0,608.0,316.0,2258.0,620.0,2262.0,27996.0,27841.0,54.5,24131.0,2017,12,22,83.09,4
396.0,418.0,5122.0,2562.0,263.0,528.0,936.0,6847.0,51.0,93.0,5055.0,321.0,1953.0,5238.0,1916.0,24796.0,25336.0,47.91,24545.0,2017,9,14,57.28,17
234.0,0.0,3531.0,870.0,216.0,1544.0,3044.0,6075.0,13.0,92.0,79.0,265.0,10320.0,81.0,12548.0,20279.0,20533.0,2.61,26283.0,2018,3,5,12.15,30
365.0,464.0,9303.0,5631.0,327.0,299.0,1171.0,5002.0,54.0,80.0,35.0,293.0,4131.0,52.0,4053.0,27833.0,27785.0,60.43,27155.0,2017,2,7,55.83,11
297.0,0.0,3728.0,727.0,228.0,1624.0,6630.0,5084.0,11.0,63.0,443.0,223.0,6095.0,460.0,6210.0,22070.0,22015.0,12.03,25153.0,2016,5,1,28.47,22
369.0,916.0,6364.0,5959.0,297.0,777.0,2935.0,6941.0,57.0,93.0,631.0,317.0,4766.0,654.0,5206.0,33073.0,32877.0,46.01,30422.0,2016,3,22,60.59,8
318.0,0.0,3903.0,1912.0,225.0,797.0,3672.0,6844.0,55.0,78.0,874.0,304.0,8104.0,906.0,8028.0,29081.0,28232.0,45.1,27086.0,2016,7,21,48.44,8
466.0,951.0,6875.0,7630.0,403.0,591.0,1974.0,6868.0,87.0,69.0,973.0,259.0,2167.0,1031.0,2176.0,31520.0,31349.0,66.12,29313.0,2015,7,8,68.8,28
336.0,0.0,5270.0,3240.0,300.0,1094.0,1185.0,7025.0,59.0,89.0,773.0,267.0,3858.0,691.0,3854.0,24836.0,24718.0,41.3,23496.0,2016,6,1,47.09,21
391.0,843.0,7542.0,5388.0,340.0,1456.0,2340.0,7107.0,60.0,102.0,3372.0,335.0,2134.0,2711.0,2833.0,32308.0,32610.0,60.01,31410.0,2018,2,16,65.29,16
519.0,248.0,5207.0,6282.0,305.0,656.0,3006.0,5943.0,82.0,74.0,188.0,248.0,8465.0,403.0,8038.0,31232.0,31737.0,56.8,31223.0,2015,10,18,62.45,27
497.0,897.0,5157.0,6210.0,419.0,520.0,981.0,6881.0,83.0,67.0,467.0,236.0,4592.0,510.0,4536.0,26095.0,26391.0,49.46,27007.0,2015,11,23,68.11,9
480.0,0.0,4195.0,3912.0,409.0,1358.0,2147.0,7089.0,81.0,69.0,4637.0,146.0,9934.0,4434.0,9911.0,31175.0,31088.0,49.0,34457.0,2015,3,15,63.23,27
265.0,0.0,2515.0,1015.0,200.0,1034.0,785.0,7089.0,49.0,75.0,1876.0,245.0,12635.0,1725.0,12409.0,22027.0,22130.0,5.0,27783.0,2018,1,16,17.62,1
396.0,609.0,7044.0,6506.0,330.0,1319.0,4928.0,6077.0,59.0,102.0,2125.0,327.0,3899.0,1811.0,4079.0,37467.0,37501.0,61.88,33721.0,2018,2,9,68.93,23
455.0,920.0,4962.0,7162.0,350.0,849.0,1950.0,5015.0,92.0,75.0,3245.0,263.0,3919.0,3193.0,3862.0,30203.0,30534.0,53.75,29257.0,2015,12,16,55.87,6
364.0,948.0,4175.0,6472.0,229.0,681.0,772.0,7088.0,53.0,95.0,3476.0,292.0,9173.0,3158.0,9369.0,30316.0,30336.0,58.03,33818.0,2017,1,15,65.53,14
351.0,764.0,5679.0,5943.0,285.0,456.0,309.0,5044.0,54.0,96.0,744.0,286.0,9276.0,840.0,9414.0,27859.0,28465.0,50.09,29287.0,2017,11,15,57.14,25
358.0,796.0,3460.0,4112.0,284.0,1409.0,1089.0,7098.0,57.0,91.0,33.0,296.0,9980.0,8.0,10099.0,25556.0,25310.0,44.33,29063.0,2017,7,1,54.78,2
367.0,654.0,7851.0,6498.0,301.0,1414.0,4000.0,7110.0,57.0,92.0,967.0,303.0,3121.0,1000.0,3175.0,33532.0,33679.0,67.88,32735.0,2017,10,16,64.17,2
533.0,893.0,5460.0,7230.0,316.0,769.0,1462.0,6090.0,88.0,70.0,74.0,238.0,4171.0,110.0,4039.0,29225.0,28795.0,63.29,27394.0,2015,6,19,65.05,12
378.0,481.0,8199.0,3297.0,323.0,1105.0,2029.0,7101.0,59.0,102.0,23.0,317.0,4660.0,13.0,4641.0,32057.0,31834.0,55.84,28074.0,2018,1,7,58.82,25
376.0,636.0,8142.0,2893.0,343.0,518.0,1067.0,6827.0,61.0,94.0,3674.0,319.0,4585.0,3329.0,4534.0,31978.0,31897.0,50.9,29535.0,2017,12,18,79.68,9
319.0,0.0,3279.0,1686.0,217.0,620.0,961.0,6916.0,56.0,75.0,645.0,303.0,7140.0,629.0,7267.0,22505.0,22233.0,30.34,22217.0,2016,8,3,36.82,8
366.0,377.0,4570.0,5324.0,325.0,1062.0,934.0,5061.0,54.0,100.0,664.0,281.0,6225.0,622.0,6101.0,26924.0,26890.0,46.11,25343.0,2017,5,23,57.19,22
344.0,0.0,4860.0,1312.0,288.0,1042.0,1037.0,6988.0,58.0,92.0,487.0,283.0,5849.0,472.0,5896.0,22646.0,22961.0,35.0,22640.0,2016,6,4,43.39,25
348.0,570.0,5171.0,4900.0,286.0,404.0,1118.0,6029.0,59.0,91.0,20.0,314.0,3656.0,55.0,3596.0,22000.0,22557.0,47.44,22966.0,2016,1,0,25.49,11
368.0,0.0,3578.0,1561.0,248.0,1339.0,1248.0,7082.0,84.0,59.0,633.0,166.0,7027.0,529.0,7051.0,21143.0,20602.0,27.39,23393.0,2015,2,4,32.94,4
372.0,222.0,5666.0,5778.0,282.0,736.0,2255.0,6977.0,58.0,95.0,314.0,320.0,1468.0,286.0,2812.0,26245.0,26224.0,63.43,24543.0,2018,8,1,71.24,23
487.0,0.0,3682.0,4064.0,281.0,937.0,1114.0,7098.0,44.0,74.0,75.0,213.0,10961.0,10.0,10723.0,27819.0,27423.0,44.52,29030.0,2015,1,6,46.15,29
381.0,442.0,5015.0,4911.0,277.0,836.0,854.0,6949.0,60.0,91.0,30.0,315.0,2958.0,351.0,3298.0,24911.0,25043.0,58.76,23119.0,2018,8,4,63.05,8
229.0,0.0,3075.0,912.0,196.0,1382.0,3906.0,5089.0,12.0,65.0,403.0,232.0,8524.0,440.0,8461.0,20239.0,19865.0,12.4,24025.0,2016,1,3,24.03,5
347.0,812.0,9251.0,6669.0,343.0,770.0,872.0,6000.0,52.0,99.0,779.0,269.0,4557.0,728.0,4568.0,32987.0,31770.0,50.0,30820.0,2017,6,22,58.86,23
382.0,757.0,8503.0,5839.0,326.0,767.0,2251.0,6928.0,62.0,100.0,4630.0,321.0,440.0,4136.0,710.0,34954.0,34863.0,77.01,31306.0,2018,9,12,82.89,18
423.0,0.0,2960.0,1172.0,294.0,1112.0,3147.0,6076.0,88.0,77.0,36.0,212.0,14535.0,42.0,14474.0,30799.0,30819.0,29.0,30132.0,2016,9,20,53.53,1
378.0,778.0,4791.0,2870.0,265.0,1115.0,2760.0,7100.0,60.0,96.0,96.0,258.0,12026.0,66.0,12062.0,32898.0,33097.0,53.1,32593.0,2017,2,19,59.86,27
341.0,0.0,4528.0,3387.0,288.0,1141.0,3955.0,6990.0,52.0,87.0,5414.0,222.0,6043.0,5458.0,6035.0,34396.0,34002.0,38.1,32448.0,2016,6,13,49.0,22
342.0,0.0,4366.0,2118.0,339.0,1156.0,4037.0,7084.0,56.0,97.0,25.0,283.0,12677.0,41.0,12757.0,33260.0,32890.0,59.9,32580.0,2017,12,18,62.35,28
340.0,0.0,4411.0,4756.0,339.0,1067.0,2276.0,6981.0,58.0,96.0,516.0,230.0,6194.0,557.0,6127.0,28470.0,28876.0,37.79,27264.0,2016,6,23,48.68,27
413.0,454.0,4742.0,4658.0,292.0,896.0,1880.0,6891.0,40.0,72.0,267.0,142.0,1112.0,133.0,1110.0,20754.0,20745.0,45.25,21859.0,2015,4,2,62.65,20
521.0,950.0,8128.0,6836.0,384.0,682.0,4671.0,6669.0,84.0,69.0,2896.0,249.0,2915.0,3588.0,3088.0,34337.0,35483.0,69.0,35054.0,2015,7,15,83.81,8
294.0,0.0,3858.0,1457.0,248.0,1734.0,5075.0,6077.0,52.0,103.0,818.0,308.0,10040.0,693.0,8293.0,28084.0,28650.0,42.78,30064.0,2018,3,17,48.35,17
361.0,427.0,6541.0,3801.0,297.0,1654.0,2190.0,5051.0,44.0,102.0,126.0,251.0,914.0,107.0,1164.0,22759.0,22786.0,60.0,21759.0,2018,8,3,66.33,6
378.0,482.0,7574.0,4398.0,341.0,1114.0,2728.0,7104.0,57.0,106.0,25.0,319.0,3887.0,16.0,3797.0,29770.0,30018.0,57.69,28513.0,2018,1,23,65.13,24
381.0,757.0,7969.0,6024.0,330.0,788.0,3533.0,6979.0,68.0,114.0,5074.0,319.0,413.0,4751.0,529.0,35305.0,35485.0,75.99,32749.0,2018,9,13,82.84,19
359.0,359.0,3881.0,2935.0,323.0,922.0,1808.0,6561.0,42.0,75.0,2929.0,161.0,6370.0,3109.0,5850.0,24735.0,24585.0,34.11,26725.0,2015,4,18,44.44,18
292.0,667.0,10820.0,6634.0,337.0,1282.0,4311.0,6079.0,51.0,73.0,2381.0,342.0,947.0,2294.0,1034.0,37980.0,37279.0,69.46,34216.0,2018,8,12,74.24,1
571.0,455.0,4323.0,3722.0,386.0,1082.0,3660.0,6089.0,88.0,74.0,22.0,226.0,7122.0,0.0,7502.0,26275.0,25831.0,36.79,27820.0,2016,1,1,46.07,19
434.0,900.0,5448.0,7065.0,361.0,581.0,731.0,6082.0,88.0,71.0,40.0,217.0,2361.0,24.0,2445.0,23604.0,23446.0,51.85,24379.0,2015,4,3,52.14,12
313.0,311.0,3962.0,1836.0,299.0,1864.0,8014.0,5092.0,12.0,74.0,4489.0,195.0,1239.0,4279.0,1187.0,30743.0,30925.0,36.0,27700.0,2016,5,12,44.22,17
329.0,961.0,5641.0,6631.0,282.0,698.0,4190.0,7099.0,56.0,109.0,50.0,280.0,2663.0,174.0,2639.0,33084.0,33146.0,69.73,28989.0,2016,12,19,78.09,28
378.0,802.0,7404.0,6486.0,297.0,648.0,2207.0,6950.0,55.0,94.0,4863.0,288.0,2861.0,4691.0,3124.0,35808.0,35306.0,46.29,33333.0,2016,8,15,49.97,9
365.0,227.0,3067.0,1788.0,172.0,1024.0,621.0,7100.0,54.0,74.0,17.0,308.0,11911.0,6.0,11625.0,21885.0,21555.0,40.76,26728.0,2017,12,5,57.54,2
369.0,968.0,15636.0,6910.0,322.0,440.0,1573.0,5047.0,56.0,101.0,1441.0,244.0,2443.0,1295.0,2538.0,34573.0,34933.0,75.26,35550.0,2017,11,9,80.3,21
474.0,327.0,5256.0,6145.0,317.0,1394.0,6479.0,7107.0,89.0,71.0,484.0,205.0,3142.0,807.0,3212.0,32025.0,31978.0,53.81,31490.0,2015,7,9,76.93,2
514.0,889.0,6640.0,6623.0,376.0,713.0,1599.0,6088.0,88.0,70.0,13.0,259.0,2779.0,13.0,2783.0,27263.0,27077.0,62.0,26651.0,2015,8,23,74.31,12
400.0,821.0,5364.0,3841.0,274.0,1158.0,3601.0,7100.0,62.0,102.0,33.0,298.0,3183.0,79.0,3206.0,30552.0,30352.0,58.19,26237.0,2017,2,21,65.66,25
537.0,310.0,4562.0,6698.0,352.0,530.0,555.0,6357.0,86.0,74.0,24.0,232.0,5570.0,28.0,5643.0,26950.0,27028.0,47.0,25887.0,2015,12,0,56.02,19
386.0,624.0,5876.0,4467.0,252.0,1078.0,5100.0,7112.0,62.0,93.0,17.0,325.0,4358.0,7.0,4469.0,32936.0,33064.0,59.81,29750.0,2018,4,22,50.59,2
349.0,861.0,7325.0,5888.0,335.0,640.0,1541.0,5988.0,56.0,85.0,416.0,322.0,3275.0,592.0,3392.0,28613.0,28963.0,50.01,27081.0,2017,5,7,56.18,7
360.0,0.0,6993.0,5832.0,291.0,1365.0,4895.0,7101.0,53.0,107.0,77.0,313.0,9807.0,154.0,10684.0,34000.0,35834.0,55.25,37194.0,2018,2,18,65.18,28
526.0,963.0,8465.0,8014.0,335.0,1256.0,3917.0,6094.0,90.0,78.0,1204.0,266.0,4083.0,1365.0,4305.0,36174.0,36287.0,65.01,35291.0,2015,1,15,79.26,20
388.0,501.0,10234.0,5032.0,335.0,563.0,1774.0,6848.0,55.0,96.0,789.0,306.0,1202.0,944.0,1271.0,32130.0,32129.0,54.19,28123.0,2017,8,9,59.68,29
516.0,939.0,4849.0,6816.0,340.0,712.0,1499.0,4973.0,82.0,67.0,759.0,271.0,4683.0,612.0,4751.0,25127.0,25253.0,53.5,26506.0,2015,4,1,56.16,6
336.0,207.0,4571.0,4279.0,240.0,722.0,567.0,6978.0,56.0,85.0,638.0,300.0,2253.0,258.0,2726.0,22798.0,22886.0,57.0,21232.0,2018,8,3,65.39,27
558.0,957.0,6852.0,7215.0,386.0,686.0,3140.0,6707.0,82.0,61.0,4069.0,262.0,1415.0,4387.0,1400.0,32908.0,32803.0,67.1,32390.0,2015,10,12,71.0,8
404.0,284.0,5819.0,3908.0,316.0,453.0,556.0,6844.0,56.0,92.0,60.0,328.0,4336.0,205.0,4139.0,25513.0,25557.0,51.49,23456.0,2017,8,2,56.73,26
285.0,714.0,8223.0,2958.0,291.0,1129.0,3229.0,6068.0,62.0,89.0,25.0,298.0,1286.0,16.0,1696.0,27638.0,26398.0,68.01,24657.0,2018,12,7,69.31,27
396.0,865.0,5353.0,5767.0,341.0,878.0,2153.0,6127.0,42.0,76.0,41.0,200.0,1510.0,2.0,1567.0,22077.0,21996.0,54.02,23749.0,2015,4,5,64.97,24
340.0,617.0,3658.0,4725.0,219.0,597.0,1024.0,6950.0,55.0,79.0,4630.0,307.0,2616.0,4303.0,2620.0,27550.0,27161.0,37.36,25817.0,2016,11,16,59.94,9
361.0,294.0,10967.0,6652.0,325.0,884.0,2620.0,5986.0,62.0,87.0,4466.0,331.0,4885.0,4410.0,4781.0,39040.0,38771.0,56.69,37920.0,2017,6,13,65.21,19
382.0,895.0,8605.0,6911.0,290.0,1008.0,3402.0,5056.0,58.0,98.0,39.0,315.0,6367.0,4.0,6181.0,35675.0,35390.0,65.01,33426.0,2016,11,19,74.52,25
523.0,643.0,11300.0,7950.0,427.0,708.0,4238.0,6698.0,83.0,67.0,4172.0,245.0,546.0,4056.0,538.0,36621.0,37260.0,71.0,37600.0,2015,7,10,81.28,21
359.0,637.0,7331.0,7004.0,271.0,411.0,442.0,5047.0,53.0,89.0,30.0,285.0,4991.0,13.0,5013.0,25205.0,25091.0,56.92,26950.0,2017,11,7,57.64,18
452.0,709.0,4497.0,6741.0,397.0,1376.0,4375.0,7106.0,84.0,82.0,49.0,202.0,9786.0,19.0,9747.0,34662.0,33902.0,52.6,35856.0,2015,2,22,74.83,13
497.0,196.0,5348.0,4952.0,369.0,1354.0,3238.0,6657.0,93.0,76.0,3291.0,206.0,12393.0,2781.0,12517.0,37877.0,36100.0,43.89,38670.0,2015,5,16,47.47,2
380.0,408.0,4339.0,4058.0,256.0,992.0,1449.0,7114.0,54.0,95.0,26.0,292.0,6896.0,33.0,7004.0,27483.0,27202.0,46.99,26359.0,2018,10,7,64.15,2
388.0,638.0,5532.0,4221.0,239.0,577.0,533.0,5603.0,45.0,82.0,184.0,345.0,2342.0,252.0,2375.0,21599.0,21574.0,41.08,20729.0,2017,9,5,43.27,7
353.0,521.0,5047.0,4582.0,326.0,818.0,1625.0,6958.0,56.0,84.0,3249.0,307.0,8479.0,3222.0,8335.0,33539.0,33339.0,38.01,32405.0,2016,7,19,47.95,22
231.0,0.0,3625.0,1195.0,208.0,1856.0,3465.0,5999.0,14.0,93.0,2772.0,310.0,9316.0,2758.0,9305.0,25854.0,25609.0,25.52,29084.0,2018,8,15,75.58,4
425.0,893.0,4900.0,4896.0,411.0,927.0,1822.0,7082.0,42.0,78.0,2626.0,172.0,5910.0,2498.0,6012.0,30169.0,29587.0,47.19,30184.0,2015,4,15,63.34,16
427.0,282.0,4756.0,4756.0,164.0,1094.0,3203.0,7096.0,42.0,74.0,404.0,209.0,2764.0,399.0,2824.0,26981.0,26447.0,58.02,25271.0,2015,1,18,64.74,1
321.0,888.0,4918.0,6013.0,290.0,444.0,560.0,7104.0,58.0,89.0,37.0,294.0,3899.0,10.0,3923.0,25100.0,24766.0,52.74,24915.0,2017,3,1,53.88,1
492.0,0.0,3742.0,1538.0,280.0,881.0,2785.0,5041.0,87.0,71.0,274.0,161.0,8770.0,293.0,8849.0,21689.0,22012.0,29.9,24122.0,2015,5,7,41.52,16
538.0,626.0,5069.0,6913.0,309.0,688.0,4486.0,5420.0,87.0,70.0,113.0,274.0,1745.0,19.0,1685.0,26473.0,26730.0,58.02,26338.0,2015,11,22,69.42,15
364.0,756.0,5045.0,4320.0,259.0,1249.0,2773.0,7072.0,62.0,76.0,1871.0,299.0,11635.0,1927.0,11426.0,35418.0,35390.0,60.51,35781.0,2017,6,10,62.9,2
526.0,736.0,4760.0,6977.0,384.0,572.0,500.0,6435.0,86.0,70.0,26.0,241.0,7500.0,2.0,7353.0,29258.0,29866.0,47.13,28813.0,2015,12,23,64.74,14
328.0,0.0,3293.0,783.0,210.0,1605.0,3018.0,6047.0,11.0,73.0,226.0,254.0,10221.0,438.0,10004.0,26991.0,25945.0,29.4,26069.0,2016,5,22,35.05,28
242.0,0.0,3745.0,2426.0,277.0,1862.0,5048.0,5052.0,19.0,91.0,5080.0,293.0,5530.0,4832.0,5502.0,32412.0,31655.0,46.0,29665.0,2018,4,11,55.26,19
324.0,0.0,4420.0,1669.0,304.0,1547.0,3490.0,6069.0,13.0,90.0,632.0,256.0,3815.0,532.0,3880.0,26218.0,26539.0,35.7,22629.0,2016,5,23,45.53,30
344.0,0.0,5791.0,1722.0,259.0,1777.0,3559.0,5052.0,52.0,108.0,289.0,235.0,4980.0,397.0,4750.0,27603.0,27511.0,54.98,24168.0,2018,6,7,62.3,14
477.0,985.0,6484.0,5814.0,414.0,1094.0,5658.0,6092.0,85.0,75.0,620.0,267.0,3034.0,1044.0,3088.0,35437.0,34860.0,49.6,31099.0,2016,1,10,57.68,29
271.0,0.0,4115.0,2102.0,321.0,1457.0,1969.0,5987.0,58.0,106.0,5579.0,178.0,6674.0,5420.0,7082.0,29635.0,29801.0,51.37,28817.0,2018,5,15,60.97,15
413.0,177.0,4052.0,3335.0,161.0,1001.0,1015.0,7098.0,43.0,73.0,54.0,198.0,3629.0,39.0,3602.0,21443.0,20094.0,32.4,21249.0,2015,1,8,51.43,1
358.0,0.0,10154.0,5018.0,307.0,1335.0,3001.0,5957.0,56.0,102.0,3261.0,298.0,4388.0,3394.0,3861.0,33621.0,33689.0,66.58,34235.0,2018,5,12,52.4,12
