generation biomass (MW),generation fossil brown coal/lignite (MW),generation fossil gas (MW),generation fossil hard coal (MW),generation fossil oil (MW),generation hydro run-of-river and poundage (MW),generation hydro water reservoir (MW),generation nuclear (MW),generation other (MW),generation other renewable (MW),generation solar (MW),generation waste (MW),generation wind onshore (MW),forecast solar day ahead (MW),forecast wind onshore day ahead (MW),total load forecast (MW),total load actual (MW),price day ahead (EUR/MWh),total production (MW),year,month,hour,price for the previous hour (EUR/MWh),day
355.0,386.0,4647.0,3134.0,303.0,807.0,1488.0,5661.0,69.0,89.0,1063.0,297.0,7674.0,1344.0,7815.0,30393.0,29446.0,50.65,25973.0,2017,6,8,51.79,29
569.0,0.0,4133.0,3361.0,247.0,485.0,505.0,4970.0,89.0,71.0,29.0,217.0,5699.0,18.0,5749.0,20826.0,21134.0,38.0,20375.0,2015,10,5,49.34,17
402.0,655.0,5125.0,3659.0,331.0,434.0,1551.0,6828.0,55.0,92.0,230.0,298.0,2756.0,239.0,2771.0,23443.0,23532.0,51.79,22416.0,2017,9,2,57.33,19
399.0,0.0,3589.0,1494.0,397.0,1244.0,6742.0,6088.0,88.0,74.0,24.0,202.0,13738.0,0.0,13801.0,35152.0,35439.0,40.0,34079.0,2016,11,19,72.92,1
338.0,635.0,8593.0,5180.0,264.0,448.0,2859.0,7016.0,56.0,81.0,57.0,316.0,3495.0,15.0,3519.0,28341.0,28106.0,60.0,29338.0,2016,11,7,63.93,10
375.0,653.0,6509.0,5660.0,304.0,538.0,295.0,5045.0,11.0,85.0,2827.0,277.0,12294.0,2698.0,12490.0,31402.0,31387.0,52.49,34873.0,2017,11,16,58.09,13
517.0,386.0,4087.0,4608.0,319.0,445.0,543.0,5983.0,86.0,73.0,27.0,267.0,3969.0,11.0,3966.0,19580.0,19732.0,35.47,21310.0,2015,10,6,46.92,25
281.0,0.0,3391.0,869.0,213.0,1114.0,1686.0,7093.0,54.0,84.0,2381.0,309.0,10293.0,2196.0,10127.0,27937.0,27936.0,39.96,27768.0,2017,12,12,50.05,30
299.0,0.0,4055.0,1558.0,236.0,1715.0,5604.0,6075.0,54.0,89.0,2760.0,341.0,9156.0,3240.0,10235.0,28942.0,28580.0,39.05,31942.0,2018,3,13,46.13,18
356.0,595.0,5129.0,6168.0,296.0,723.0,3524.0,5061.0,50.0,82.0,128.0,317.0,4952.0,147.0,4873.0,28885.0,29131.0,68.02,27381.0,2016,8,18,50.61,12
397.0,538.0,6156.0,4361.0,278.0,740.0,1129.0,6994.0,57.0,80.0,1053.0,310.0,3958.0,1112.0,3932.0,27780.0,27585.0,41.01,26051.0,2016,7,8,45.82,25
418.0,665.0,4012.0,4759.0,381.0,1289.0,3870.0,4023.0,82.0,74.0,4776.0,146.0,6637.0,4809.0,6331.0,31426.0,31204.0,53.1,31132.0,2015,7,11,60.7,5
293.0,390.0,5629.0,4857.0,319.0,1644.0,1928.0,4053.0,57.0,110.0,3496.0,261.0,4042.0,3623.0,3029.0,29534.0,29657.0,59.85,27079.0,2018,1,17,46.01,6
355.0,574.0,3842.0,3693.0,307.0,1022.0,1175.0,7107.0,58.0,105.0,44.0,298.0,3465.0,9.0,3393.0,23568.0,23641.0,43.9,22045.0,2017,2,4,40.87,3
499.0,658.0,4267.0,5086.0,292.0,571.0,772.0,6914.0,79.0,61.0,4977.0,247.0,6781.0,4763.0,6680.0,31051.0,31127.0,44.38,31204.0,2015,9,16,53.3,22
341.0,577.0,4927.0,5462.0,304.0,393.0,637.0,6972.0,54.0,90.0,35.0,290.0,4144.0,11.0,3962.0,23535.0,23447.0,46.17,24226.0,2016,10,1,59.17,27
296.0,0.0,10202.0,6573.0,344.0,909.0,3177.0,5997.0,55.0,98.0,5054.0,306.0,3169.0,4960.0,3151.0,37534.0,37950.0,55.0,36180.0,2017,6,14,64.69,16
391.0,857.0,9198.0,4892.0,328.0,1153.0,3124.0,7108.0,62.0,88.0,1833.0,277.0,2870.0,1808.0,2874.0,36671.0,36619.0,58.87,32181.0,2018,1,10,63.94,30
397.0,763.0,9170.0,5826.0,290.0,876.0,3779.0,6908.0,18.0,104.0,3995.0,331.0,1969.0,4236.0,2407.0,35618.0,35959.0,74.42,34426.0,2018,4,12,62.6,9
237.0,0.0,4377.0,1515.0,256.0,1074.0,1256.0,7097.0,59.0,91.0,383.0,247.0,5496.0,234.0,5438.0,20437.0,20866.0,29.84,22088.0,2017,2,5,40.74,4
350.0,722.0,12961.0,6249.0,272.0,1189.0,4430.0,5059.0,57.0,107.0,17.0,295.0,2578.0,5.0,2664.0,33940.0,33734.0,71.0,34286.0,2018,11,21,79.35,19
396.0,0.0,2459.0,1091.0,273.0,1564.0,7322.0,7111.0,87.0,60.0,109.0,206.0,8904.0,119.0,8892.0,28365.0,28423.0,12.4,29582.0,2016,5,23,39.81,3
292.0,0.0,4132.0,1580.0,327.0,1155.0,1230.0,7106.0,58.0,87.0,61.0,282.0,8706.0,14.0,8769.0,26002.0,25848.0,38.42,25016.0,2017,3,0,48.02,15
383.0,422.0,4582.0,3025.0,234.0,1109.0,2998.0,6406.0,55.0,94.0,5208.0,329.0,1660.0,5186.0,1464.0,28025.0,27595.0,62.21,26505.0,2018,7,14,67.52,22
385.0,664.0,8252.0,5367.0,320.0,1040.0,3425.0,5981.0,66.0,97.0,5095.0,308.0,1833.0,5147.0,2107.0,36132.0,35825.0,67.0,32833.0,2018,7,16,75.37,26
482.0,0.0,3251.0,1756.0,247.0,1465.0,4870.0,7101.0,78.0,79.0,3745.0,205.0,7877.0,3463.0,7726.0,30524.0,30287.0,41.7,31156.0,2015,2,11,52.93,28
275.0,0.0,5011.0,1850.0,226.0,1016.0,1822.0,6072.0,60.0,98.0,3774.0,310.0,3883.0,3546.0,3914.0,27316.0,27235.0,61.0,24397.0,2018,12,12,65.67,30
370.0,444.0,4791.0,4439.0,295.0,605.0,601.0,6994.0,53.0,95.0,3256.0,285.0,9916.0,3145.0,9717.0,31393.0,30511.0,41.0,32144.0,2016,9,16,51.47,14
345.0,619.0,4488.0,4545.0,214.0,776.0,2297.0,5052.0,58.0,74.0,52.0,234.0,7298.0,8.0,7176.0,30820.0,30680.0,64.99,26052.0,2016,4,21,35.6,12
360.0,588.0,5875.0,4671.0,286.0,380.0,832.0,5915.0,55.0,105.0,2902.0,321.0,3256.0,3046.0,3238.0,26832.0,26396.0,56.69,25546.0,2017,10,15,68.82,14
373.0,596.0,5405.0,5410.0,296.0,452.0,562.0,6031.0,57.0,85.0,4133.0,295.0,2436.0,4171.0,2374.0,29577.0,27805.0,55.58,26131.0,2016,10,12,61.51,31
366.0,903.0,3699.0,5637.0,270.0,633.0,471.0,6970.0,55.0,96.0,613.0,320.0,3013.0,382.0,2784.0,25204.0,25166.0,40.75,23046.0,2016,10,2,49.73,9
363.0,884.0,10225.0,5588.0,288.0,780.0,4239.0,5056.0,55.0,93.0,42.0,304.0,1782.0,10.0,1751.0,30178.0,30442.0,69.0,29699.0,2016,11,7,65.21,17
363.0,328.0,4858.0,4144.0,251.0,1022.0,4572.0,6981.0,57.0,86.0,4008.0,314.0,1263.0,3991.0,1230.0,30461.0,30359.0,40.17,28247.0,2016,9,10,59.21,7
334.0,790.0,6366.0,4825.0,317.0,544.0,4234.0,7033.0,58.0,109.0,190.0,297.0,4867.0,235.0,5753.0,30352.0,30445.0,78.68,29964.0,2018,3,8,33.83,10
457.0,941.0,6180.0,7558.0,333.0,1272.0,3352.0,7101.0,85.0,70.0,71.0,208.0,2892.0,11.0,3027.0,28712.0,28551.0,49.78,30520.0,2015,11,6,41.83,2
387.0,608.0,4990.0,4953.0,297.0,723.0,918.0,6957.0,56.0,71.0,219.0,313.0,3499.0,135.0,3591.0,24649.0,24670.0,42.1,23991.0,2016,8,6,43.91,18
293.0,0.0,5248.0,1760.0,256.0,1129.0,2205.0,6073.0,60.0,100.0,1326.0,314.0,6663.0,1308.0,6307.0,29191.0,29315.0,62.45,25427.0,2018,12,10,65.46,29
326.0,450.0,6164.0,3859.0,337.0,658.0,1305.0,7049.0,66.0,105.0,2281.0,308.0,7762.0,2054.0,8806.0,29934.0,30201.0,60.92,30670.0,2018,10,15,67.61,19
394.0,626.0,9840.0,3965.0,335.0,590.0,2493.0,6827.0,65.0,84.0,5100.0,339.0,1523.0,5136.0,1538.0,34651.0,35392.0,53.19,32181.0,2017,5,12,60.08,9
370.0,403.0,4834.0,3867.0,299.0,834.0,805.0,6965.0,52.0,99.0,685.0,331.0,5289.0,621.0,5783.0,25542.0,25717.0,54.25,24833.0,2018,1,2,62.36,8
322.0,0.0,3999.0,1588.0,288.0,1549.0,1638.0,6086.0,13.0,83.0,718.0,230.0,6364.0,633.0,6343.0,23697.0,23717.0,33.0,22878.0,2016,1,1,29.0,6
219.0,0.0,3450.0,1112.0,225.0,1047.0,1483.0,7070.0,9.0,99.0,3735.0,321.0,11050.0,3769.0,11079.0,31167.0,31629.0,40.04,29820.0,2017,4,12,48.33,19
179.0,282.0,4524.0,1950.0,266.0,1169.0,1431.0,7109.0,59.0,85.0,101.0,266.0,7657.0,50.0,7506.0,25202.0,25383.0,39.31,25078.0,2017,3,6,41.59,27
356.0,637.0,5759.0,4847.0,231.0,557.0,3879.0,7107.0,55.0,88.0,45.0,338.0,7651.0,21.0,7560.0,32697.0,33796.0,70.69,31550.0,2017,8,21,56.47,1
566.0,0.0,3895.0,2530.0,390.0,849.0,4157.0,5063.0,88.0,83.0,1821.0,202.0,10639.0,1598.0,10658.0,29469.0,29176.0,41.98,30283.0,2015,5,20,54.22,21
533.0,0.0,3207.0,1902.0,272.0,804.0,1464.0,5058.0,87.0,73.0,4509.0,202.0,8447.0,4187.0,8469.0,27326.0,27576.0,42.1,26558.0,2015,5,10,50.9,23
402.0,766.0,7527.0,5187.0,329.0,831.0,2021.0,6977.0,57.0,112.0,3507.0,322.0,3463.0,3562.0,4030.0,32624.0,32268.0,71.39,31501.0,2018,7,17,71.36,9
335.0,0.0,5092.0,3740.0,323.0,1193.0,4564.0,7003.0,70.0,83.0,5185.0,276.0,2590.0,5174.0,2609.0,33378.0,33151.0,44.25,30454.0,2016,6,12,53.41,21
402.0,0.0,5094.0,3180.0,302.0,904.0,2024.0,6041.0,61.0,73.0,1800.0,185.0,6271.0,2476.0,6316.0,27589.0,28026.0,48.1,26337.0,2015,4,12,65.48,25
477.0,331.0,5960.0,6072.0,319.0,1483.0,5804.0,7095.0,84.0,65.0,5125.0,152.0,926.0,5078.0,927.0,33630.0,33718.0,57.35,33893.0,2015,3,13,73.72,16
249.0,0.0,3860.0,1594.0,192.0,1876.0,6590.0,5049.0,13.0,92.0,385.0,296.0,3730.0,584.0,3954.0,25856.0,25261.0,43.69,23926.0,2018,4,20,45.37,22
464.0,655.0,5417.0,8065.0,355.0,808.0,3528.0,4912.0,80.0,70.0,3964.0,279.0,2956.0,4226.0,2663.0,33236.0,32948.0,62.13,31553.0,2015,6,17,76.26,22
361.0,664.0,5729.0,4765.0,314.0,1335.0,6245.0,6006.0,56.0,104.0,671.0,284.0,2580.0,638.0,3766.0,31584.0,32141.0,65.0,29114.0,2018,3,22,71.23,7
371.0,622.0,4918.0,4080.0,210.0,1097.0,2417.0,5994.0,57.0,101.0,3097.0,297.0,681.0,3578.0,1144.0,25968.0,25546.0,62.45,23942.0,2018,7,10,67.89,15
387.0,963.0,7226.0,5920.0,264.0,764.0,2799.0,6971.0,56.0,86.0,310.0,308.0,1848.0,420.0,1864.0,32118.0,31349.0,47.98,27902.0,2016,5,8,36.96,9
386.0,0.0,3969.0,1552.0,255.0,394.0,507.0,6845.0,53.0,94.0,65.0,322.0,8006.0,22.0,7991.0,21473.0,21270.0,33.52,22448.0,2017,10,3,58.01,9
289.0,0.0,3439.0,766.0,215.0,1898.0,7482.0,5099.0,11.0,68.0,1750.0,194.0,6255.0,1980.0,6384.0,26009.0,26158.0,10.21,27466.0,2016,5,9,20.46,14
518.0,828.0,4922.0,6064.0,410.0,949.0,3118.0,6100.0,91.0,78.0,42.0,237.0,1219.0,38.0,1112.0,26690.0,26810.0,44.35,24576.0,2016,2,0,50.86,2
330.0,948.0,4386.0,5733.0,281.0,596.0,1986.0,7085.0,55.0,89.0,35.0,289.0,4230.0,0.0,4185.0,29569.0,28842.0,60.8,26043.0,2016,12,22,73.28,26
523.0,732.0,4538.0,6971.0,428.0,843.0,957.0,6092.0,88.0,74.0,64.0,245.0,11670.0,27.0,11709.0,32009.0,32368.0,53.31,33225.0,2015,11,22,66.57,26
357.0,581.0,9755.0,6980.0,290.0,680.0,3108.0,7107.0,59.0,98.0,3193.0,337.0,6084.0,3039.0,5984.0,35648.0,35863.0,85.1,38629.0,2017,1,15,95.7,23
548.0,0.0,4647.0,3620.0,226.0,524.0,523.0,5362.0,82.0,71.0,63.0,239.0,2206.0,46.0,2275.0,19416.0,19679.0,39.5,18111.0,2015,11,4,59.54,10
526.0,0.0,2965.0,1951.0,354.0,1605.0,7277.0,7094.0,89.0,78.0,2826.0,208.0,8844.0,2539.0,8708.0,34788.0,34089.0,30.44,33817.0,2016,2,11,43.96,25
550.0,927.0,6015.0,7350.0,336.0,618.0,1888.0,6735.0,87.0,69.0,5356.0,253.0,2492.0,5380.0,2517.0,32266.0,31855.0,64.0,32676.0,2015,8,14,75.08,25
278.0,0.0,2757.0,757.0,178.0,1855.0,4074.0,4738.0,52.0,78.0,2227.0,276.0,14630.0,2640.0,15736.0,27745.0,28031.0,5.48,31900.0,2018,11,14,71.0,3
231.0,0.0,4158.0,2131.0,329.0,1166.0,2532.0,7105.0,58.0,96.0,58.0,280.0,7396.0,24.0,7575.0,27689.0,28218.0,41.56,25540.0,2017,3,23,53.59,22
563.0,38.0,4671.0,5190.0,324.0,702.0,1118.0,5045.0,51.0,59.0,32.0,263.0,10530.0,20.0,10344.0,28186.0,27944.0,49.63,28586.0,2015,3,7,54.72,11
524.0,955.0,4251.0,5722.0,303.0,1118.0,2315.0,7103.0,80.0,75.0,3584.0,264.0,6038.0,3558.0,5774.0,31786.0,31659.0,58.69,32332.0,2015,1,13,71.88,17
359.0,912.0,10115.0,5523.0,290.0,516.0,3897.0,7101.0,51.0,87.0,3781.0,320.0,3084.0,3715.0,3008.0,35302.0,35052.0,78.7,36036.0,2017,9,14,61.31,1
235.0,551.0,4318.0,4876.0,308.0,779.0,2471.0,7005.0,7.0,94.0,661.0,316.0,3170.0,616.0,3198.0,26481.0,26891.0,51.23,24791.0,2017,2,23,59.61,5
480.0,0.0,3579.0,1947.0,245.0,1335.0,3563.0,7106.0,69.0,75.0,33.0,198.0,7518.0,44.0,7372.0,24452.0,24357.0,28.59,26148.0,2015,2,7,38.7,28
370.0,0.0,6118.0,3518.0,326.0,800.0,2056.0,7018.0,55.0,70.0,742.0,305.0,7218.0,730.0,7087.0,31173.0,30345.0,42.19,28596.0,2016,7,22,51.43,15
533.0,631.0,10309.0,7659.0,409.0,685.0,3007.0,6841.0,85.0,74.0,4915.0,247.0,3559.0,4682.0,3479.0,38349.0,38382.0,66.66,38954.0,2015,7,14,86.12,16
405.0,564.0,5166.0,5489.0,320.0,783.0,1482.0,6940.0,55.0,81.0,773.0,322.0,3165.0,554.0,3097.0,27466.0,27691.0,44.79,25545.0,2016,8,0,51.8,19
320.0,717.0,6459.0,3559.0,290.0,1340.0,2413.0,5055.0,52.0,105.0,31.0,291.0,7417.0,22.0,7115.0,31937.0,31194.0,64.25,28049.0,2018,12,22,71.38,21
290.0,873.0,12287.0,7452.0,332.0,906.0,2712.0,5996.0,64.0,90.0,4947.0,306.0,2782.0,4842.0,2911.0,38846.0,38947.0,57.01,39037.0,2017,6,13,63.81,20
332.0,635.0,7069.0,3253.0,333.0,491.0,2155.0,6821.0,55.0,97.0,361.0,328.0,4634.0,399.0,4575.0,30357.0,30519.0,50.57,26564.0,2017,9,8,55.32,14
311.0,180.0,4069.0,2727.0,256.0,1152.0,744.0,6102.0,56.0,92.0,15.0,277.0,10556.0,12.0,9997.0,23356.0,23281.0,50.81,26537.0,2018,12,5,55.21,15
356.0,586.0,4708.0,5163.0,225.0,527.0,1065.0,6999.0,54.0,77.0,26.0,319.0,1546.0,14.0,1515.0,24286.0,24356.0,43.27,21651.0,2016,9,6,43.57,26
374.0,210.0,4264.0,3159.0,258.0,587.0,645.0,7060.0,59.0,94.0,7.0,329.0,5809.0,13.0,5919.0,20526.0,20673.0,53.55,22855.0,2018,10,4,58.66,22
304.0,0.0,3782.0,904.0,218.0,1783.0,7679.0,5098.0,11.0,62.0,265.0,197.0,5970.0,178.0,5965.0,25327.0,25134.0,12.4,26273.0,2016,5,23,27.9,14
364.0,0.0,3845.0,2577.0,212.0,693.0,1282.0,6725.0,56.0,73.0,3557.0,313.0,4598.0,3713.0,4474.0,26079.0,25189.0,39.79,24295.0,2016,8,18,44.93,14
359.0,296.0,4137.0,4885.0,373.0,1373.0,5137.0,7098.0,44.0,66.0,1706.0,132.0,5038.0,2174.0,4808.0,32428.0,32316.0,56.18,30644.0,2015,9,13,73.62,4
402.0,965.0,5195.0,6344.0,387.0,1053.0,2098.0,4206.0,48.0,71.0,4483.0,187.0,4007.0,4238.0,3932.0,28741.0,29314.0,57.48,29446.0,2015,4,17,67.04,29
344.0,609.0,7454.0,6076.0,349.0,1268.0,3699.0,7102.0,57.0,111.0,24.0,314.0,2899.0,10.0,2762.0,34346.0,34299.0,60.89,30306.0,2018,1,22,68.24,18
351.0,590.0,7372.0,4596.0,340.0,632.0,1224.0,7042.0,74.0,101.0,2619.0,308.0,4709.0,2907.0,5129.0,30004.0,30057.0,59.25,29958.0,2018,10,16,64.38,23
545.0,625.0,5232.0,6025.0,333.0,596.0,1175.0,6712.0,90.0,71.0,370.0,244.0,4275.0,356.0,4379.0,25944.0,25984.0,63.1,26293.0,2015,8,0,72.45,25
234.0,0.0,3747.0,1919.0,221.0,1660.0,5926.0,7065.0,51.0,81.0,72.0,240.0,4188.0,242.0,4099.0,22891.0,23076.0,24.55,25404.0,2016,4,2,33.52,28
485.0,623.0,4298.0,5580.0,247.0,816.0,1612.0,5010.0,84.0,68.0,1821.0,278.0,5836.0,1831.0,5957.0,26016.0,25596.0,55.0,26758.0,2015,6,19,61.19,13
375.0,0.0,8487.0,4479.0,310.0,1445.0,4946.0,5013.0,53.0,91.0,3576.0,277.0,1768.0,3462.0,2606.0,34369.0,34916.0,63.17,30820.0,2018,6,18,71.32,25
483.0,929.0,9728.0,7214.0,415.0,857.0,4414.0,5464.0,100.0,61.0,2190.0,228.0,1196.0,2116.0,1164.0,35302.0,35093.0,70.5,33279.0,2015,1,10,81.92,12
334.0,0.0,4330.0,2032.0,304.0,1769.0,7695.0,5086.0,24.0,88.0,5581.0,230.0,1705.0,5685.0,1663.0,31476.0,31944.0,34.27,29178.0,2016,5,13,42.27,20
335.0,0.0,4476.0,3503.0,311.0,1226.0,4115.0,6996.0,63.0,85.0,4212.0,230.0,2960.0,4031.0,3003.0,31189.0,30717.0,41.1,28512.0,2016,6,18,50.6,20
361.0,660.0,6805.0,4569.0,307.0,1359.0,4868.0,5983.0,56.0,92.0,5422.0,309.0,2905.0,5451.0,2740.0,35995.0,37055.0,64.75,33696.0,2018,9,14,78.53,7
369.0,567.0,7009.0,5852.0,309.0,862.0,705.0,4039.0,52.0,106.0,209.0,345.0,2657.0,216.0,2707.0,23658.0,23946.0,50.54,23081.0,2017,2,4,42.54,6
344.0,586.0,8871.0,5582.0,317.0,430.0,387.0,5033.0,48.0,86.0,52.0,247.0,8479.0,73.0,8567.0,29489.0,29444.0,61.52,30462.0,2017,6,22,50.76,11
322.0,587.0,6208.0,5025.0,309.0,1348.0,2984.0,6051.0,58.0,91.0,4621.0,263.0,3267.0,4594.0,3225.0,31489.0,32282.0,47.51,31134.0,2016,7,17,52.19,6
528.0,947.0,5665.0,6691.0,354.0,601.0,2802.0,6911.0,82.0,67.0,3257.0,268.0,1858.0,2972.0,1913.0,28669.0,29843.0,53.24,30031.0,2015,9,18,61.4,24
282.0,939.0,6577.0,5006.0,300.0,441.0,1587.0,6995.0,60.0,84.0,4202.0,229.0,3056.0,4485.0,3015.0,31194.0,31529.0,51.6,29758.0,2016,5,14,44.6,10
202.0,454.0,3688.0,2162.0,239.0,1070.0,1789.0,7065.0,12.0,99.0,1014.0,303.0,10215.0,1195.0,10196.0,28775.0,29822.0,46.18,28312.0,2017,4,20,48.32,18
375.0,886.0,6580.0,4979.0,322.0,1270.0,1359.0,7092.0,77.0,97.0,2749.0,322.0,7478.0,2425.0,7308.0,35719.0,36021.0,55.21,33586.0,2018,12,15,66.48,2
258.0,0.0,6108.0,3569.0,314.0,1849.0,5633.0,5050.0,16.0,106.0,2529.0,286.0,2196.0,2519.0,1528.0,32369.0,32297.0,59.59,27914.0,2018,4,16,65.47,13
510.0,637.0,5886.0,7534.0,379.0,614.0,2378.0,6681.0,84.0,71.0,5127.0,195.0,3576.0,5140.0,3464.0,33113.0,33436.0,61.57,33672.0,2015,8,15,73.53,28
435.0,952.0,5179.0,7194.0,417.0,741.0,921.0,5967.0,79.0,67.0,4983.0,221.0,10705.0,4914.0,10547.0,35479.0,35759.0,51.7,37861.0,2015,3,16,55.29,7
395.0,624.0,4636.0,3630.0,352.0,920.0,1655.0,6521.0,42.0,75.0,46.0,157.0,2352.0,13.0,2444.0,21232.0,21313.0,50.1,21405.0,2015,4,5,61.86,18
311.0,246.0,4831.0,3903.0,247.0,1298.0,2454.0,6088.0,56.0,95.0,2416.0,296.0,9810.0,2354.0,9096.0,30826.0,31221.0,63.75,32051.0,2018,12,12,69.36,15
381.0,616.0,4637.0,4752.0,309.0,725.0,822.0,6949.0,55.0,73.0,290.0,311.0,3699.0,262.0,3713.0,23333.0,23457.0,38.47,23619.0,2016,8,5,43.47,18
224.0,0.0,2588.0,949.0,195.0,1395.0,3679.0,5084.0,11.0,63.0,5362.0,226.0,8935.0,5313.0,8933.0,21946.0,21549.0,10.0,28711.0,2016,1,16,44.06,5
391.0,441.0,9640.0,5207.0,326.0,967.0,1846.0,6938.0,51.0,99.0,3410.0,325.0,4010.0,3216.0,4202.0,34104.0,34164.0,65.96,33651.0,2018,7,19,74.27,31
521.0,929.0,5832.0,7151.0,248.0,566.0,3619.0,5979.0,85.0,69.0,4839.0,211.0,1365.0,5018.0,1336.0,31307.0,30912.0,58.64,31414.0,2015,10,13,68.33,15
440.0,0.0,3670.0,1771.0,283.0,1426.0,6417.0,7112.0,94.0,75.0,675.0,210.0,7261.0,624.0,7337.0,32421.0,31884.0,35.0,29434.0,2016,12,20,74.27,3
347.0,546.0,6045.0,6334.0,246.0,794.0,1285.0,5119.0,46.0,81.0,106.0,299.0,3756.0,179.0,4023.0,27239.0,27457.0,56.96,25004.0,2017,6,0,66.49,26
284.0,0.0,2949.0,850.0,174.0,1086.0,1150.0,7104.0,52.0,79.0,950.0,243.0,12297.0,1321.0,12066.0,27273.0,26517.0,19.51,27218.0,2017,12,12,30.99,31
480.0,0.0,3814.0,2191.0,273.0,1411.0,2158.0,6769.0,85.0,65.0,28.0,157.0,6445.0,9.0,6240.0,22196.0,22392.0,34.17,23876.0,2015,3,4,46.54,14
341.0,0.0,3928.0,2905.0,354.0,1321.0,2461.0,4020.0,77.0,66.0,28.0,135.0,13504.0,19.0,13318.0,25918.0,26874.0,27.19,29140.0,2015,4,23,56.94,5
569.0,359.0,3789.0,5061.0,299.0,542.0,834.0,6624.0,81.0,69.0,403.0,262.0,3092.0,227.0,3125.0,21910.0,21793.0,46.93,21984.0,2015,8,4,55.81,15
296.0,387.0,5385.0,3256.0,217.0,363.0,395.0,5905.0,54.0,86.0,4193.0,270.0,3167.0,4079.0,3274.0,23653.0,23803.0,48.76,23974.0,2017,10,15,62.63,22
317.0,191.0,7388.0,4055.0,286.0,1502.0,3234.0,5052.0,65.0,102.0,4852.0,194.0,687.0,4360.0,625.0,31245.0,31154.0,62.7,27925.0,2018,5,14,70.02,22
384.0,0.0,4145.0,2875.0,261.0,689.0,2611.0,6960.0,57.0,83.0,647.0,324.0,3990.0,612.0,3991.0,25024.0,24879.0,43.51,23026.0,2016,8,1,51.33,13
402.0,757.0,12145.0,6853.0,330.0,1109.0,5806.0,7112.0,68.0,97.0,215.0,322.0,4749.0,173.0,4805.0,40436.0,40693.0,71.04,39965.0,2018,8,20,76.64,2
372.0,521.0,5845.0,4105.0,303.0,1068.0,1584.0,7105.0,59.0,98.0,26.0,322.0,5330.0,16.0,5312.0,27267.0,27520.0,59.01,26738.0,2018,1,0,62.07,23
586.0,0.0,5742.0,6405.0,334.0,708.0,3297.0,5044.0,72.0,62.0,185.0,276.0,5963.0,200.0,5981.0,27672.0,28326.0,57.69,28674.0,2015,2,17,81.04,11
353.0,931.0,4492.0,5851.0,300.0,532.0,846.0,7011.0,55.0,90.0,656.0,322.0,1451.0,467.0,1500.0,25688.0,25510.0,45.87,22890.0,2016,9,0,51.33,22
316.0,658.0,6166.0,6329.0,246.0,1265.0,4736.0,7065.0,14.0,95.0,29.0,339.0,2285.0,61.0,2234.0,33121.0,32694.0,64.97,29543.0,2018,1,19,66.87,14
352.0,614.0,5036.0,6059.0,289.0,638.0,1602.0,5058.0,52.0,83.0,555.0,323.0,4250.0,554.0,4296.0,25201.0,26011.0,57.71,24911.0,2016,8,9,50.57,12
440.0,0.0,3422.0,1758.0,282.0,1159.0,2744.0,7103.0,79.0,73.0,43.0,205.0,11573.0,20.0,11554.0,24228.0,24344.0,22.1,28881.0,2015,2,4,32.83,26
344.0,388.0,4318.0,2292.0,240.0,337.0,495.0,5737.0,52.0,92.0,4044.0,283.0,6483.0,3879.0,6433.0,23171.0,23374.0,41.15,25105.0,2017,10,15,53.05,29
371.0,865.0,5064.0,5250.0,331.0,1064.0,305.0,7088.0,48.0,83.0,10.0,323.0,6218.0,9.0,6079.0,25208.0,25000.0,51.58,27020.0,2017,12,5,52.84,12
354.0,211.0,4480.0,3786.0,249.0,881.0,3119.0,7077.0,49.0,90.0,26.0,323.0,12234.0,1.0,12756.0,30497.0,31384.0,62.04,32879.0,2017,10,19,70.09,12
281.0,0.0,5261.0,2120.0,252.0,1201.0,2648.0,6069.0,62.0,101.0,23.0,308.0,7710.0,11.0,7408.0,30339.0,30718.0,64.6,26036.0,2018,12,21,70.72,29
383.0,869.0,4972.0,4939.0,318.0,691.0,805.0,6960.0,56.0,71.0,104.0,334.0,2331.0,92.0,2358.0,25955.0,25744.0,40.0,22833.0,2016,8,7,47.23,17
493.0,635.0,4659.0,6309.0,291.0,557.0,915.0,6731.0,85.0,69.0,1357.0,185.0,6480.0,1652.0,6561.0,28336.0,28492.0,52.87,28766.0,2015,8,19,59.64,29
294.0,0.0,3695.0,2676.0,293.0,1551.0,3340.0,5997.0,73.0,104.0,5039.0,194.0,4025.0,4881.0,4395.0,30212.0,30195.0,57.03,27281.0,2018,5,15,64.5,17
501.0,648.0,7884.0,7995.0,415.0,801.0,4689.0,5978.0,87.0,63.0,4008.0,224.0,2234.0,3766.0,2148.0,35027.0,35826.0,68.99,35527.0,2015,6,10,54.73,7
385.0,618.0,5926.0,3758.0,329.0,1093.0,1351.0,7108.0,75.0,96.0,882.0,281.0,10235.0,680.0,10402.0,34280.0,35112.0,46.32,32137.0,2018,1,17,54.64,2
376.0,928.0,8151.0,6533.0,348.0,1035.0,625.0,7093.0,48.0,102.0,22.0,339.0,5380.0,10.0,5382.0,31440.0,31313.0,70.07,30980.0,2017,12,23,77.78,12
482.0,892.0,4382.0,5933.0,340.0,898.0,2378.0,5025.0,85.0,67.0,4638.0,274.0,6171.0,4805.0,6172.0,31558.0,31321.0,51.73,31565.0,2015,6,10,63.01,18
